GEMEINDE_COMUNE_DE; GEMEINDE_COMUNE_IT; CODE_STRASSE_VIA; STRASSE_VIA_DE; STRASSE_VIA_IT; 
Welsberg; Monguelfo; 170; ZELLWEG; VIA ZELL; 
Montan; Montagna; 235; CASTELFEDERSTRASSE; VIA CASTELVETERE; 
Montan; Montagna; 10; CASTELFEDERWEG; VICOLO CASTELVETERE; 
Montan; Montagna; 20; DOLOMITENSTRASSE; VIA DELLE DOLOMITI; 
Montan; Montagna; 155; EICHHOLZWEG; VIA DELLE QUERCE; 
Montan; Montagna; 40; FRIEDHOFSTRASSE; VIA CAMPOSANTO; 
Montan; Montagna; 160; GEBACHSTRASSE; VIA GEBACH; 
Montan; Montagna; 260; GLEN; GLENO; 
Montan; Montagna; 50; GLENER STRASSE; VIA GLENO; 
Montan; Montagna; 210; GLENER WEG; VICOLO GLENO; 
Montan; Montagna; 60; GLENERTALWEG; VIA VALGLENO; 
Montan; Montagna; 270; GSCHNON; CASIGNANO; 
Montan; Montagna; 285; HANDWERKERZ.KALDITSCH; ZONA ARTIG. KALDITSCH; 
Montan; Montagna; 240; HANS KLOCKER-GASSL; VICOLO HANS KLOCKER; 
Montan; Montagna; 175; HÄUSL-ANGER; HÄUSL-ANGER; 
Montan; Montagna; 70; HÜGELGASSE; VICOLO DOSSI; 
Montan; Montagna; 280; KALDITSCH; DOLADIZZA; 
Montan; Montagna; 165; KALTEGGSTRASSE; VIA KALTEGG; 
Montan; Montagna; 290; KALTENBRUNN; FONTANEFREDDE; 
Montan; Montagna; 80; KIRCHPLATZ; PIAZZA DELLA CHIESA; 
Montan; Montagna; 90; NEUMARKTNER STRASSE; VIA EGNA; 
Montan; Montagna; 110; PINZONER STRASSE; VIA PINZANO; 
Montan; Montagna; 120; SALTNERBÜHEL; COL DELLA GUARDIA; 
Montan; Montagna; 130; SCHIESSSTANDSTRASSE; VIA DEL BERSAGLIO; 
Montan; Montagna; 140; SCHLOSS ENN-STRASSE; VIA CASTEL D'ENNA; 
Montan; Montagna; 150; SCHULGASSE; VICOLO SCUOLE; 
Montan; Montagna; 170; ST.BARTHOLOMÄUS-STRASSE; VIA S.BARTOLOMEO; 
Montan; Montagna; 220; ST.STEPHANS-PLATZ; PIAZZA S.STEFANO; 
Montan; Montagna; 200; TSCHALFAISTRASSE; VIA CERFOA; 
Montan; Montagna; 230; VILLNER STRASSE; VIA VILLA; 
Montan; Montagna; 180; WEINGÜTL; WEINGÜTL; 
Moos in Passeier; Moso in Passiria; 9; AM SAND; SAND; 
Moos in Passeier; Moso in Passiria; 4; AUE; AUE; 
Moos in Passeier; Moso in Passiria; 1; DORF; PAESE; 
Moos in Passeier; Moso in Passiria; 8; GSPELL; GSPELL; 
Moos in Passeier; Moso in Passiria; 5; HAHNEBAUM; GALLO; 
Moos in Passeier; Moso in Passiria; 11; HANDWERKERZONE; ZONA ARTIGIANALE; 
Moos in Passeier; Moso in Passiria; 6; OBERPRISCH; OBERPRISCH; 
Moos in Passeier; Moso in Passiria; 0; PFELDERS; PLAN; 
Moos in Passeier; Moso in Passiria; 2; PILL; BOVILE; 
Moos in Passeier; Moso in Passiria; 0; PLATT; PLATA; 
Moos in Passeier; Moso in Passiria; 0; RABENSTEIN; CORVARA; 
Moos in Passeier; Moso in Passiria; 3; SATTEL; SELLA; 
Moos in Passeier; Moso in Passiria; 7; SEEHOF; SEEHOF; 
Moos in Passeier; Moso in Passiria; 0; STULS; STULLES; 
Moos in Passeier; Moso in Passiria; 0; ULFAS; ULFAS; 
Moos in Passeier; Moso in Passiria; 10; UNTERPRISCH; UNTERPRISCH; 
Nals; Nalles; 10; ANDREAS-HOFER-STRASSE; VIA ANDREAS HOFER; 
Nals; Nalles; 20; ANDRIANER STRASSE; VIA ANDRIANO; 
Nals; Nalles; 40; DRAHTERSTEIG; VICOLO DRAHTER; 
Nals; Nalles; 50; GEBREIDWEG; VICOLO GEBREID; 
Nals; Nalles; 60; GOLDGASSE; VICOLO DELL'ORO; 
Nals; Nalles; 70; GREGOR-GASSER-STRASSE; VIA GREGOR GASSER; 
Nals; Nalles; 80; HANDWERKERZONE; ZONA ARTIGIANALE; 
Nals; Nalles; 90; HEIDENWEG; VICOLO HEIDEN; 
Nals; Nalles; 100; HEILIGENBERGERWEG; VIA HEILIGENBERG; 
Nals; Nalles; 110; KREIDWEG; VICOLO KREID; 
Nals; Nalles; 120; MANTELEWEG; VICOLO MANTELE; 
Nals; Nalles; 130; MÜHLGASSE; VIA DEL MULINO; 
Nals; Nalles; 140; PETERMANNWEG; VICOLO PETERMANN; 
Nals; Nalles; 150; PITZONER WEG; VIA PITZON; 
Nals; Nalles; 160; PRISSIANER STRASSE; VIA PRISSIANO; 
Nals; Nalles; 260; RATHAUSPLATZ; PIAZZA MUNICIPIO; 
Nals; Nalles; 170; SCHULGASSE; VICOLO SCUOLA; 
Nals; Nalles; 180; SCHWANBURGERSTRASSE; VIA SCHWANBURG; 
Nals; Nalles; 190; SCHWIMMBADSTRASSE; VIA PISCINA; 
Nals; Nalles; 200; SIRMIANER STRASSE; VIA SIRMIANO; 
Nals; Nalles; 250; ST.-AFRA-WEG; VIA SANT'AFRA; 
Nals; Nalles; 30; ST.-APOLLONIA-WEG; VIA SANT'APOLLONIA; 
Nals; Nalles; 270; ST.-ULRICH-WEG; VIA S. ULRICH; 
Nals; Nalles; 220; ST.-VIGIL-STRASSE; VIA SAN VIGILIO; 
Nals; Nalles; 210; TÖRGGELEWEG; VICOLO TOERGGELE; 
Nals; Nalles; 230; VILPIANER STRASSE; VIA VILPIANO; 
Nals; Nalles; 240; WEINSTRASSE; STRADA DEL VINO; 
Nals; Nalles; 280; ZOLLSTRASSE; VIA DOGANA; 
Naturns; Naturno; 1; AM GRABEN; AL FOSSATO; 
Naturns; Naturno; 10; AUGUST KLEEBERG-STR.; VIA AUGUST KLEEBERG; 
Naturns; Naturno; 20; BAHNHOFSTRASSE; VIA STAZIONE; 
Naturns; Naturno; 30; DAMMSTRASSE; VIA DELL'ARGINE; 
Naturns; Naturno; 40; DORNSBERGER-WEG; VIA DORNSBERG; 
Naturns; Naturno; 50; EICHGASSE; VIA EICH; 
Naturns; Naturno; 60; ETSCHANGER-STRASSE; VIA ADIGE; 
Naturns; Naturno; 70; FÄRBER-WEG; VIA TINTORI; 
Naturns; Naturno; 80; FELDGASSE; VIA DEI CAMPI; 
Naturns; Naturno; 90; GERBERWEG; VIA CONCIAPELLI; 
Naturns; Naturno; 95; GUSTAV-FLORA-STRASSE; VIA-GUSTAV-FLORA; 
Naturns; Naturno; 100; HAUPTSTRASSE; VIA PRINCIPALE; 
Naturns; Naturno; 110; HERRNGASSE; VICOLO DEI SIGNORI; 
Naturns; Naturno; 120; HILBSTRASSE; VIA HILB; 
Naturns; Naturno; 130; INDUSTRIESTRASSE; VIA ZONA INDUSTRIALE; 
Naturns; Naturno; 140; KELLERBACHWEG; VIA KELLERBACH; 
Naturns; Naturno; 150; KIRCHWEG; VIA CHIESA; 
Naturns; Naturno; 160; KOMPATSCHER-STRASSE; VIA COMPACCIO; 
Naturns; Naturno; 170; KUGELGASSE; VIA DELLE BOCCE; 
Naturns; Naturno; 180; LAHNWEG; VIA LAHN; 
Naturns; Naturno; 190; LIDOSTRASSE; VIA LIDO; 
Naturns; Naturno; 200; MÜHLGASSE; VIA MOLINO; 
Naturns; Naturno; 210; NÖRDERBERG; MONTE TRAMONTANA; 
Naturns; Naturno; 215; PETER-MITTERHOFER-STR.; VIA PETER MITTERHOFER; 
Naturns; Naturno; 220; PICHLWEG; VIA COLLE; 
Naturns; Naturno; 230; RATHAUS STRASSE; VIA MUNICIPIO; 
Naturns; Naturno; 240; RUNSTGASSE; VIA RUNST; 
Naturns; Naturno; 250; SANKT PROKULUS-STR.; VIA SANKT PROKULUS; 
Naturns; Naturno; 260; SANKT ZENO STRASSE; VIA SAN ZENO; 
Naturns; Naturno; 270; SCHIESSTANDWEG; VIA BERSAGLIO; 
Naturns; Naturno; 280; SCHLOSSWEG; VIA CASTELLO; 
Naturns; Naturno; 290; SIMON YBERTRACHER-STR.; VIA SIMON YBERTRACHER; 
Naturns; Naturno; 300; SONNENBERG; MONTE SOLE; 
Naturns; Naturno; 255; ST.-URSULA-STRASSE; VIA S. ORSOLA; 
Naturns; Naturno; 0; STABEN; STAVA; 
Naturns; Naturno; 320; STEIN; STEIN; 
Naturns; Naturno; 0; TABLAND; TABLA'; 
Naturns; Naturno; 310; TRÖGER-STRASSE; VIA TRÖGER; 
Naturns; Naturno; 0; TSCHIRLAND; CIRLANO; 
Naturns; Naturno; 510; ÜBERGANGSSTRASSE; VIA TRANSIZIONE; 
Naturns; Naturno; 400; VOGELTENNWEG; VIA VOGELTENN; 
Natz-Schabs; Naz-Sciaves; 402; AM TORGGL; AM TORGGL; 
Natz-Schabs; Naz-Sciaves; 404; BÜHELACKER; BÜHELACKER; 
Natz-Schabs; Naz-Sciaves; 208; FLÖTSCHER; FLÖTSCHER; 
Natz-Schabs; Naz-Sciaves; 111; FÖRCHE; FÖRCHE; 
Natz-Schabs; Naz-Sciaves; 502; FRUN; FRUN; 
Natz-Schabs; Naz-Sciaves; 204; FÜRSTNERGASSE; VIA FÜRSTNERGASSE; 
Natz-Schabs; Naz-Sciaves; 207; HINTERSUN; HINTERSUN; 
Natz-Schabs; Naz-Sciaves; 103; JOHANN-OBERHOFER-STR.; VIA JOHANN OBERHOFER; 
Natz-Schabs; Naz-Sciaves; 303; KIRCHWEG; VIA KIRCHWEG; 
Natz-Schabs; Naz-Sciaves; 405; KÖSTENTAL; KÖSTENTAL; 
Natz-Schabs; Naz-Sciaves; 106; KREUZGASSE; VIA KREUZGASSE; 
Natz-Schabs; Naz-Sciaves; 110; LADESTATT; LADESTATT; 
Natz-Schabs; Naz-Sciaves; 301; MICHAEL-PACHER-STR.; VIA MICHAEL PACHER; 
Natz-Schabs; Naz-Sciaves; 304; MOOSWEG; VIA MOOSWEG; 
Natz-Schabs; Naz-Sciaves; 401; NIKOLAUSSTR.; VIA NIKOLAUS; 
Natz-Schabs; Naz-Sciaves; 203; OBERBRUNNERGASSE; VIA OBERBRUNNERGASSE; 
Natz-Schabs; Naz-Sciaves; 406; OBERDORFSTR.; VIA OBERDORF; 
Natz-Schabs; Naz-Sciaves; 205; ÖLBERG; ÖLBERG; 
Natz-Schabs; Naz-Sciaves; 102; PETER-KEMENATER-STR.; VIA PETER KEMENATER; 
Natz-Schabs; Naz-Sciaves; 101; PUSTERTALER STR.; VIA VAL PUSTERIA; 
Natz-Schabs; Naz-Sciaves; 109; RAUT; RAUT; 
Natz-Schabs; Naz-Sciaves; 206; SALZIS; SALZIS; 
Natz-Schabs; Naz-Sciaves; 0; SCHABS; SCIAVES; 
Natz-Schabs; Naz-Sciaves; 202; SCHLOSSERGASSE; VIA SCHLOSSERGASSE; 
Natz-Schabs; Naz-Sciaves; 108; SPINGESER STR.; VIA SPINGA; 
Natz-Schabs; Naz-Sciaves; 302; ST.-HELENA-STR.; VIA ST. HELENA; 
Natz-Schabs; Naz-Sciaves; 501; ST.-MAGDALENA-STR.; VIA ST. MAGDALENA; 
Natz-Schabs; Naz-Sciaves; 105; ST.-MARGARETH-STR.; VIA ST. MARGARETH; 
Natz-Schabs; Naz-Sciaves; 107; STÖCKLVATERWEG; VIA STÖCKLVATERWEG; 
Natz-Schabs; Naz-Sciaves; 201; UNTERBRUNNERGASSE; VIA UNTERBRUNNERGASSE; 
Natz-Schabs; Naz-Sciaves; 403; UNTERDORFSTR.; VIA UNTERDORF; 
Natz-Schabs; Naz-Sciaves; 306; UNTERRAIN; UNTERRAIN; 
Natz-Schabs; Naz-Sciaves; 104; VIUMSER STR.; VIA FIUMES; 
Natz-Schabs; Naz-Sciaves; 305; WEG ZUR PLATTE; VIA WEG ZUR PLATTE; 
Welschnofen; Nova Levante; 230; ALBERT-WACHTLER-WEG; VICOLO ALBERT WACHTLER; 
Welschnofen; Nova Levante; 240; CHRISTOMANNOSSTRASSE; VIA CHRISTOMANNOS; 
Welschnofen; Nova Levante; 250; DELLAGOWEG; VICOLO DELLAGO; 
Welschnofen; Nova Levante; 10; DOLOMITENSTRASSE; VIA DOLOMITI; 
Welschnofen; Nova Levante; 260; ELISABETHWEG; VICOLO ELISABETTA; 
Welschnofen; Nova Levante; 20; GUMMERER STRASSE; VIA SAN VALENTINO; 
Welschnofen; Nova Levante; 30; HAGNERWEG; VIA HAGNER; 
Welschnofen; Nova Levante; 35; HANDWERKERZONE; ZONA ARTIGIANALE; 
Welschnofen; Nova Levante; 40; JOCHERWEG; VICOLO JOCHER; 
Welschnofen; Nova Levante; 50; KALTRUNWEG; VICOLO KALTRUN; 
Welschnofen; Nova Levante; 60; KARERSEESTRASSE; STRADA CAREZZA; 
Welschnofen; Nova Levante; 70; KARL-FELIX-WOLFF-WEG; VICOLO KARL FELIX WOLFF; 
Welschnofen; Nova Levante; 80; KIRCHWEG; VICOLO DELLA CHIESA; 
Welschnofen; Nova Levante; 270; KÖLNER WEG; VICOLO COLONIA; 
Welschnofen; Nova Levante; 280; KÖNIG-LAURIN-STRASSE; VIA RE LAURINO; 
Welschnofen; Nova Levante; 90; LATEMARWEG; VIA LATEMAR; 
Welschnofen; Nova Levante; 100; MICHAELERWEG; VICOLO MICHAELER; 
Welschnofen; Nova Levante; 110; MOOSWEG; VICOLO DELLA PALUDE; 
Welschnofen; Nova Levante; 120; MÜHLWEG; VICOLO DEL MULINO; 
Welschnofen; Nova Levante; 130; NIGERSTRASSE; VIA NIGRA; 
Welschnofen; Nova Levante; 135; PARKPLATZ KARERSEE; PARCHEGGIO LAGO CAREZZA; 
Welschnofen; Nova Levante; 290; PAULINAWEG; VICOLO PAOLINA; 
Welschnofen; Nova Levante; 140; PETER-ANICH-WEG; VICOLO PETER ANICH; 
Welschnofen; Nova Levante; 300; PIAZWEG; VICOLO PIAZ; 
Welschnofen; Nova Levante; 145; PLANGGENWEG; VIA PLANGGEN; 
Welschnofen; Nova Levante; 150; PRETZENBERGER WEG; VIA PRETZENBERG; 
Welschnofen; Nova Levante; 155; PUTZWEG; VICOLO PUTZ; 
Welschnofen; Nova Levante; 320; RIGOLETTWEG; VICOLO RIGOLETT; 
Welschnofen; Nova Levante; 160; ROMSTRASSE; VIA ROMA; 
Welschnofen; Nova Levante; 170; ROSENGARTENSTRASSE; VIA CATINACCIO; 
Welschnofen; Nova Levante; 310; ROTWANDSTRASSE; VIA CRODA ROSSA; 
Welschnofen; Nova Levante; 180; SAMERWEG; VICOLO SAMER; 
Welschnofen; Nova Levante; 330; SANTNERWEG; VICOLO SANTNER; 
Welschnofen; Nova Levante; 190; SCHÖNBLICKWEG; VIA BELLAVISTA; 
Welschnofen; Nova Levante; 200; SPRINGERWEG; VICOLO SPRINGER; 
Welschnofen; Nova Levante; 340; ST. JOSEFS-WEG; VICOLO SAN GIUSEPPE; 
Welschnofen; Nova Levante; 350; VAJOLONWEG; VICOLO VAJOLON; 
Welschnofen; Nova Levante; 210; WIRTSWEG; VICOLO DELL'OSTE; 
Welschnofen; Nova Levante; 360; ZELLERWEG; VICOLO ZELLER; 
Welschnofen; Nova Levante; 220; ZISCHGLWEG; VIA CISGOLO; 
Deutschnofen; Nova Ponente; 18; ALTES KREUZ; VIA  CROCE VECCHIA; 
Deutschnofen; Nova Ponente; 13; BRANDENTAL; VALARSA; 
Deutschnofen; Nova Ponente; 43; BREITENKOFL; VIA  BREITENKOFL; 
Deutschnofen; Nova Ponente; 47; BÜHLANGER; VIA  BÜHLANGER; 
Deutschnofen; Nova Ponente; 4; BÜHLWEG; VIA  BÜHL; 
Deutschnofen; Nova Ponente; 20; DAUMSTRASSE; VIA  DAUM; 
Deutschnofen; Nova Ponente; 1; DORF; VIA  CENTRO; 
Deutschnofen; Nova Ponente; 40; EGEREGG; VIA  EGEREGG; 
Deutschnofen; Nova Ponente; 25; EGGENTAL; VAL D'EGA; 
Deutschnofen; Nova Ponente; 16; FORASTRASSE; VIA  FORA; 
Deutschnofen; Nova Ponente; 46; GLOSERER; VIA  GLOSERER; 
Deutschnofen; Nova Ponente; 5; HALBWACHSWEG; VIA  HALBWACHS; 
Deutschnofen; Nova Ponente; 19; HANDWERKERZONE; ZONA ARTIGIANALE; 
Deutschnofen; Nova Ponente; 14; HAUPTSTRASSE; VIA  PRINCIPALE; 
Deutschnofen; Nova Ponente; 36; HÄUSERER; LOCALITA' HÄUSERER; 
Deutschnofen; Nova Ponente; 31; HENNEWINKL; LOCALITA' HENNEWINKL; 
Deutschnofen; Nova Ponente; 44; HERRNANGER; VIA  HERRNANGER; 
Deutschnofen; Nova Ponente; 6; HOLZERSTRASSE; VIA  HOLZER; 
Deutschnofen; Nova Ponente; 15; KAMMERLANDSTRASSE; VIA  KAMMERLAND; 
Deutschnofen; Nova Ponente; 8; KÖCHLANGER; VIA  KOECHLANGER; 
Deutschnofen; Nova Ponente; 45; KRATNPINGL; VIA  KRATNPINGL; 
Deutschnofen; Nova Ponente; 21; LAAB; LOCALITA' LAAB; 
Deutschnofen; Nova Ponente; 34; LAGARN; LOCALITA' LAGARN; 
Deutschnofen; Nova Ponente; 17; LEHNERWEG; VIA  LEHNER; 
Deutschnofen; Nova Ponente; 3; MAARHOF; VIA  MAARHOF; 
Deutschnofen; Nova Ponente; 10; MANEE; LOCALITA' MANEE; 
Deutschnofen; Nova Ponente; 39; OBERBIRCHABRUCK; PONTE NOVA DI SOPRA; 
Deutschnofen; Nova Ponente; 37; OBEREGGEN; OBEREGGEN; 
Deutschnofen; Nova Ponente; 28; OBERWINKL; LOCALITA' OBERWINKL; 
Deutschnofen; Nova Ponente; 23; PLATTNERVIERTEL; LOCALITA' PLATTEN; 
Deutschnofen; Nova Ponente; 9; PLATZVIERTEL; LOCALITA' PLATZ; 
Deutschnofen; Nova Ponente; 11; PRENTNERVIERTEL; LOCALITA' PRENT; 
Deutschnofen; Nova Ponente; 33; RAPPENEGG; LOCALITA' RAPPENEGG; 
Deutschnofen; Nova Ponente; 35; RAUTH; NOVALE; 
Deutschnofen; Nova Ponente; 41; SCHLOSSBERG; VIA  SCHLOSSBERG; 
Deutschnofen; Nova Ponente; 2; SCHLOSS-THURN-STRASSE; VIA  CASTELLO THURN; 
Deutschnofen; Nova Ponente; 42; SCHMIEDLWALD; VIA  SCHMIEDLWALD; 
Deutschnofen; Nova Ponente; 22; SCHWARZENBACH; LOCALITA' RIO NERO; 
Deutschnofen; Nova Ponente; 38; STÄDTL; LOCALITA' STÄDTL; 
Deutschnofen; Nova Ponente; 32; STENK; LOCALITA' STENK; 
Deutschnofen; Nova Ponente; 24; UNTERBIRCHABRUCK; PONTE NOVA DI SOTTO; 
Deutschnofen; Nova Ponente; 12; UNTERKIRCH; LOCALITA' UNTERKIRCH; 
Deutschnofen; Nova Ponente; 30; UNTERRAIN; LOCALITA' UNTERRAIN; 
Deutschnofen; Nova Ponente; 27; UNTERWINKL; LOCALITA' UNTERWINKL; 
Deutschnofen; Nova Ponente; 29; WEISSENSTEIN; PIETRALBA; 
Deutschnofen; Nova Ponente; 7; WINDEGGSTRASSE; VIA  WINDEGG; 
Deutschnofen; Nova Ponente; 26; ZELGERVIERTEL; LOCALITA' ZELG; 
Auer; Ora; 1; AICHWEG; VIA AICH; 
Auer; Ora; 148; ALTE LANDSTRASSE; VIA VECCHIA; 
Auer; Ora; 12; AUSSERFELDWEG; VIA DEI CAMPI; 
Auer; Ora; 106; BACHGASSE; VIA DEL RIO; 
Auer; Ora; 109; BÄCKERGASSE; VIA DELLA ROGGIA; 
Auer; Ora; 136; BAHNHOFSTRASSE; VIA STAZIONE; 
Auer; Ora; 21; BILDSTÖCKLWEG; VIA DEL CAPITELLO; 
Auer; Ora; 7; BINNENLAND; BINNENLAND; 
Auer; Ora; 9; BRANZOLLERWEG; VIA BRONZOLO; 
Auer; Ora; 30; CLAUSERWEG; VIA CLAUSER; 
Auer; Ora; 39; DEFLORIANWEG; VIA DEFLORIAN; 
Auer; Ora; 42; DORFNERWEG; VIA DORFNER; 
Auer; Ora; 45; FELDHÜTTENWEG; VIA FELDHÜTTEN; 
Auer; Ora; 51; FISCHERGASSE; VICOLO FISCHER; 
Auer; Ora; 48; FLEIMSTALSTRASSE; VIA VAL DI FIEMME; 
Auer; Ora; 82; FUCHSLOCH; VIA DEL MONTE; 
Auer; Ora; 54; GARBERWEG; VIA GARBER; 
Auer; Ora; 160; GEWERBEGEBIET NORD; ZONA ARTIGIANALE NORD; 
Auer; Ora; 57; GRINERWEG; VIA GRINER; 
Auer; Ora; 100; HAUPTPLATZ; PIAZZA PRINCIPALE; 
Auer; Ora; 60; HEIDE; HEIDE; 
Auer; Ora; 67; HEINRICH-LONA-PLATZ; PIAZZA HEINRICH LONA; 
Auer; Ora; 91; HILBWEG; VIA DEGLI OLMI; 
Auer; Ora; 139; HOHLWEG; VIA STRETTA; 
Auer; Ora; 63; IN DER AU; ISCHIA; 
Auer; Ora; 115; KIECHLBERG; SAN DANIELE; 
Auer; Ora; 33; KIRCHGASSE; VICOLO DELLA CHIESA; 
Auer; Ora; 36; KIRCHPLATZ; PIAZZA DELLA CHIESA; 
Auer; Ora; 66; KRAMERWEG; VIA KRAMER; 
Auer; Ora; 65; LAHNWEG; VIA LAHN; 
Auer; Ora; 69; MARKTWEG; VIA DEL MERCATO; 
Auer; Ora; 121; MARKUSWEG; VIA SAN MARCO; 
Auer; Ora; 149; MAX-VALIER-STRASSE; VIA MAX VALIER; 
Auer; Ora; 72; MITTERDORFWEG; VIA DI MEZZO; 
Auer; Ora; 75; MITTERLING; MITTERLING; 
Auer; Ora; 78; MÜHLGASSE; VIA DEL MOLINO; 
Auer; Ora; 85; NATIONALSTRASSE; VIA NAZIONALE; 
Auer; Ora; 88; NEGRELLIWEG; VIA NEGRELLI; 
Auer; Ora; 94; PALAIN; PALAIN; 
Auer; Ora; 97; PASSEYDERWEG; VIA PASSEYDER; 
Auer; Ora; 98; PLATTL; PLATTL; 
Auer; Ora; 27; SCHLOSSWEG; VIA DEL CASTELLO; 
Auer; Ora; 103; SCHWARZENBACH; RIO NERO; 
Auer; Ora; 134; SEPP-THALER-WEG; VIA SEPP THALER; 
Auer; Ora; 15; SPORTPLATZWEG; VIA CAMPO SPORTIVO; 
Auer; Ora; 118; ST.-JOHANNES-WEG; VIA SAN GIOVANNI; 
Auer; Ora; 112; ST.-KOLUMBAN-GASSE; VIA SAN COLOMBANO; 
Auer; Ora; 124; ST.-MARTIN-WEG; VIA SAN MARTINO; 
Auer; Ora; 127; ST.-PETER-WEG; VIA SAN PIETRO; 
Auer; Ora; 130; ST.-ROCHUS-GASSE; VIA SAN ROCCO; 
Auer; Ora; 133; ST.-URBAN-WEG; VIA ST. URBANO; 
Auer; Ora; 142; TRAMINERSTRASSE; VIA TERMENO; 
Auer; Ora; 145; TRUIDN; TRUIDN; 
Auer; Ora; 24; WASSERFALLSTRASSE; VIA DELLA CASCATA; 
Auer; Ora; 18; WIDUMGASSE; VIA DELLA CANONICA; 
Auer; Ora; 9999; WOHNZONE/ENEL-KABINE; CENTRO ABITATO-CABINA ENEL; 
St.Ulrich; Ortisei; 340; ANNATALSTRASSE; VIA VAL D'ANNA; 
St.Ulrich; Ortisei; 310; BAHNHOFSTRASSE; VIA STAZIONE; 
St.Ulrich; Ortisei; 20; BATAIANWEG; VIA BATAIAN; 
St.Ulrich; Ortisei; 30; BRUEL - WEG; VIA BRUEL; 
St.Ulrich; Ortisei; 40; CADEMIA - STRASSE; VIA CADEMIA; 
St.Ulrich; Ortisei; 70; CHR.TREBINGER - STRASSE; VIA CHR. TREBINGER; 
St.Ulrich; Ortisei; 50; COI - STRASSE; VIA COI; 
St.Ulrich; Ortisei; 60; COSTES - STRASSE; VIA COSTES; 
St.Ulrich; Ortisei; 80; CUCA - STRASSE; VIA CUCA; 
St.Ulrich; Ortisei; 90; DOSS - STRASSE; VIA DOSS; 
St.Ulrich; Ortisei; 100; FR.TAVELLA - STRASSE; VIA FR. TAVELLA; 
St.Ulrich; Ortisei; 110; GROHMANN - STRASSE; VIA GROHMANN; 
St.Ulrich; Ortisei; 120; J.B.PURGER - STRASSE; VIA J.B.PURGER; 
St.Ulrich; Ortisei; 150; LIP - STRASSE; VIA LIP; 
St.Ulrich; Ortisei; 130; MEISULES - STRASSE; VIA MEISULES; 
St.Ulrich; Ortisei; 140; MUREDA - STRASSE; VIA MUREDA; 
St.Ulrich; Ortisei; 160; NEVEL - STRASSE; VIA NEVEL; 
St.Ulrich; Ortisei; 170; PEDETLIVA - STRASSE; VIA PEDETLIVA; 
St.Ulrich; Ortisei; 180; PETLIN - STRASSE; VIA PETLIN; 
St.Ulrich; Ortisei; 190; PINOI - STRASSE; VIA PINOI; 
St.Ulrich; Ortisei; 195; PLAZA SAN DURICH; PLAZA SAN DURICH; 
St.Ulrich; Ortisei; 200; RASCHÖTZER - STRASSE; VIA RESCIESA; 
St.Ulrich; Ortisei; 210; REZIA - STRASSE; VIA REZIA; 
St.Ulrich; Ortisei; 220; ROMSTRASSE; VIA ROMA; 
St.Ulrich; Ortisei; 230; RUMANON - STRASSE; VIA RUMANON; 
St.Ulrich; Ortisei; 240; SACUN - STRASSE; VIA SACUN; 
St.Ulrich; Ortisei; 250; SCIRON - STRASSE; VIA SCIRON; 
St.Ulrich; Ortisei; 260; SCURCIA' STRASSE; VIA SCURCIA'; 
St.Ulrich; Ortisei; 270; SNETON STRASSE; VIA SNETON; 
St.Ulrich; Ortisei; 280; SOBOSCH STRASSE; VIA SOBOSCH; 
St.Ulrich; Ortisei; 290; SOCREP STRASSE; VIA SOCREP; 
St.Ulrich; Ortisei; 300; SOTRIA STRASSE; VIA SOTRIA; 
St.Ulrich; Ortisei; 380; STREDA PITLA SOTRIA; STREDA PITLA SOTRIA; 
St.Ulrich; Ortisei; 370; STREDA PRARUF; STREDA PRARUF; 
St.Ulrich; Ortisei; 320; STUFAN STRASSE; VIA STUFAN; 
St.Ulrich; Ortisei; 330; TINDERLAWEG; VIA TINDERLA; 
St.Ulrich; Ortisei; 360; TRESVALSTRASSE; STREDA TRESVAL; 
St.Ulrich; Ortisei; 350; ZITADELASTRASSE; VIA ZITADELA; 
Partschins; Parcines; 1; ALTE LANDSTRAßE; VIA STRADA VECCHIA; 
Partschins; Parcines; 10; ASCHBACHER STRAßE; VIA ASCHBACH; 
Partschins; Parcines; 30; BAHNHOFSTRAßE; VIA STAZIONE; 
Partschins; Parcines; 20; CUTRAUNSTRAßE; VIA CUTRAUN; 
Partschins; Parcines; 60; DR.F.-VON-SÖLDER-GASSE; VICOLO DR.F.VON SÖLDER; 
Partschins; Parcines; 35; EUGEN-LAMMER-STRAßE; VIA EUGEN LAMMER; 
Partschins; Parcines; 40; FÖHRENSTRAßE; VIA DEI PINI; 
Partschins; Parcines; 50; FRANZ-VON-GOLDEGG-STRAßE; VIA FRANZ VON GOLDEGG; 
Partschins; Parcines; 70; GASSHUBENWEG; VIA GASSHUBEN; 
Partschins; Parcines; 80; GAUDENTENTURMSTRAßE; VIA GAUDENTENTURM; 
Partschins; Parcines; 90; GEROLDPLATZ; PIAZZA GEROLD; 
Partschins; Parcines; 100; GEROLDSTRAßE; VIA GEROLD; 
Partschins; Parcines; 110; GFALLWANDSTRAßE; VIA GFALLWAND; 
Partschins; Parcines; 120; GRAF-JOHANN-WEG; VIA GRAF JOHANN; 
Partschins; Parcines; 130; HANS-GUET-STRAßE; VIA HANS GUET; 
Partschins; Parcines; 140; HUBENSTRAßE; VIA HUBEN; 
Partschins; Parcines; 145; JOHANN-KRAVOGL-STRAßE; VIA JOHANN KRAVOGL; 
