GEMEINDE_COMUNE_DE; GEMEINDE_COMUNE_IT; CODE_STRASSE_VIA; STRASSE_VIA_DE; STRASSE_VIA_IT; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 12; SIGMUNDSKRONER STRASSE; STRADA CASTELFIRMIANO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 89; SILLNEGG; SILLNEGG; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 22; SILLWEG; STRADA SILL; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 56; SONNENGASSE; VICOLO DEL SOLE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 45; ST.-ANNA-WEG; VIA S. ANNA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 46; ST.-ANTONIUS-WEG; STRADA S. ANTONIO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 47; ST.-APOLLONIA-STRASSE; VIA S. APOLLONIA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 48; ST.-FLORIAN-STRASSE; VIA S. FLORIANO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 49; ST.-JUSTINA-WEG; STRADA S. GIUSTINA; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 50; ST.-MARTIN-STRASSE; VIA S. MARTINO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 51; ST.-MICHAEL-PLATZ; PIAZZA S. MICHELE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 54; ST.-SEBASTIAN-STRASSE; VIA S. SEBASTIANO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 132; STAMPFLWEG; VIA STAMPFL; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 72; STANIS-GRUBER-STRASSE; VIA STANIS GRUBER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 65; STEINACKERWEG; VIA STEINACKER; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 40; TURMBACHWEG; VIA RIO DELLA TORRE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 76; UMFAHRUNGSSTRASSE; STRADA DI CIRCONVALLAZIONE; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 33; UNTERALBERWEG; VIA DELL'OLMO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 41; UNTERRAINER STRASSE; STRADA RIVA DI SOTTO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 61; WARTLWEG; VIA WARTL; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 66; WEINGÜTERWEG; VIA DEI VIGNETI; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 1; WEINSTRASSE; STRADA DEL VINO; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 82; WEISSHAUSWEG; VIA WEISSHAUS; 
Eppan a.d. Weinstr.; Appiano s.s.d.v.; 129; WIESENBACHWEG; VIA WIESENBACH; 
Hafling; Avelengo; 18; BÜRGELEWEG; VIA BÜRGELE; 
Hafling; Avelengo; 3; DORFWEG; VIA PAESE; 
Hafling; Avelengo; 2; FALZEBENERSTRASSE; VIA FALZEBEN; 
Hafling; Avelengo; 8; FORRIGASSE; VICOLO FORRI; 
Hafling; Avelengo; 5; HAFLINGERSTRASSE; VIA AVELENGO; 
Hafling; Avelengo; 35; HINTERDORFERWEG; VIA HINTERDORF; 
Hafling; Avelengo; 4; KIRCHWEG; ALLA CHIESA; 
Hafling; Avelengo; 6; LOCHERWEG; VIA LOCHER; 
Hafling; Avelengo; 9; PIFFINGERWEG; VIA PIFFING; 
Hafling; Avelengo; 1; ST.KATHREINSTRASSE; VIA S.CATERINA; 
Hafling; Avelengo; 22; VÖRANERSTRASSE; VIA VERANO; 
Hafling; Avelengo; 7; WURZERWEG; VIA WURZ; 
Abtei; Badia; 1; ADAN; ADAN; 
Abtei; Badia; 41; ALFAREI; ALFAREI; 
Abtei; Badia; 4; ANDRAC; ANDRAC; 
Abtei; Badia; 32; CASTALTA; CASTALTA; 
Abtei; Badia; 31; CIALARUNS; CIALARUNS; 
Abtei; Badia; 5; CIAMINADES; CIAMINADES; 
Abtei; Badia; 24; CIANACEI; CIANACEI; 
Abtei; Badia; 39; CIASTEL; CIASTEL; 
Abtei; Badia; 189; COL D'ANVI'; COL D'ANVI'; 
Abtei; Badia; 35; COLZ BADIA; COLZ BADIA; 
Abtei; Badia; 179; CORJEL; CORJEL; 
Abtei; Badia; 18; COSTA; COSTA; 
Abtei; Badia; 164; COSTAMORIN; COSTAMORIN; 
Abtei; Badia; 8; CRACIURARA; CRACIURARA; 
Abtei; Badia; 45; CRAFUNARA; CRAFUNARA; 
Abtei; Badia; 11; CURCELA; CURCELA; 
Abtei; Badia; 26; FISTI'; FISTI'; 
Abtei; Badia; 40; FREINADEMEZ; FREINADEMEZ; 
Abtei; Badia; 46; FUSSE'; FUSSE'; 
Abtei; Badia; 14; GRONES; GRONES; 
Abtei; Badia; 196; JUALT; JUALT; 
Abtei; Badia; 36; JUSCIARA; JUSCIARA; 
Abtei; Badia; 133; LA CRUSC; LA CRUSC; 
Abtei; Badia; 2; LARCENEI; LARCENEI; 
Abtei; Badia; 165; LARJEI; LARJEI; 
Abtei; Badia; 132; LE'; LE'; 
Abtei; Badia; 191; MARTARA; MARTARA; 
Abtei; Badia; 30; MURIN; MURIN; 
Abtei; Badia; 27; OIES; OIES; 
Abtei; Badia; 29; PARACIA; PARACIA; 
Abtei; Badia; 37; PARÜS; PARÜS; 
Abtei; Badia; 28; PESCOL; PESCOL; 
Abtei; Badia; 9; PESCOLDERUNCH; PESCOLDERUNCH; 
Abtei; Badia; 20; PESLALZ; PESLALZ; 
Abtei; Badia; 330; PIZ SOREGA; PIZ SOREGA; 
Abtei; Badia; 17; PRANSARORES; PRANSARORES; 
Abtei; Badia; 327; PUNT DA BOS; PUNT DA BOS; 
Abtei; Badia; 19; PUNTAC; PUNTAC; 
Abtei; Badia; 42; RAINE'; RAINE'; 
Abtei; Badia; 34; RESLADA; RESLADA; 
Abtei; Badia; 163; RÜ; RÜ; 
Abtei; Badia; 134; RUAC BADIA; RUAC BADIA; 
Abtei; Badia; 326; RUAC LA ILA; RUAC LA ILA; 
Abtei; Badia; 174; RÜDEFERIA; RÜDEFERIA; 
Abtei; Badia; 21; RUNCH; RUNCH; 
Abtei; Badia; 161; SCIARE'; SCIARE'; 
Abtei; Badia; 44; SOTCIASTEL; SOTCIASTEL; 
Abtei; Badia; 3; SOTGHERDENA; SOTGHERDENA; 
Abtei; Badia; 25; SOTRU'; SOTRU'; 
Abtei; Badia; 112; SOTSAS; SOTSAS; 
Abtei; Badia; 23; SOTVALGIAREI; SOTVALGIAREI; 
Abtei; Badia; 331; SPONATA; SPONATA; 
Abtei; Badia; 324; STR.ALTIN; STR.ALTIN; 
Abtei; Badia; 22; STR.ANVI'; STR.ANVI'; 
Abtei; Badia; 322; STR.ARMUNTARORA; STR.ARMUNTARORA; 
Abtei; Badia; 166; STR.BERTO; STR.BERTO; 
Abtei; Badia; 105; STR.BIEI; STR.BIEI; 
Abtei; Badia; 107; STR.BOSCDAPLAN; STR.BOSCDAPLAN; 
Abtei; Badia; 151; STR.CIAMPIDEL; STR.CIAMPIDEL; 
Abtei; Badia; 111; STR.CIANINS; STR.CIANINS; 
Abtei; Badia; 321; STR.COL BEDOI; STR.COL BEDOI; 
Abtei; Badia; 325; STR.COL PINEI; STR.COL PINEI; 
Abtei; Badia; 201; STR.COLZ; STR.COLZ; 
Abtei; Badia; 157; STR.COSTADEDOI; STR.COSTADEDOI; 
Abtei; Badia; 190; STR.DAMÉZ; STR.DAMÉZ; 
Abtei; Badia; 171; STR.FREINA; STR.FREINA; 
Abtei; Badia; 102; STR.FUNTANACIA; STR.FUNTANACIA; 
Abtei; Badia; 176; STR.GLIRA; STR.GLIRA; 
Abtei; Badia; 153; STR.ITUR; STR.ITUR; 
Abtei; Badia; 12; STR.JONOREIS; STR.JONOREIS; 
Abtei; Badia; 13; STR.LA MÜDA; STR.LA MÜDA; 
Abtei; Badia; 332; STR.LA SIEIA; STR.LA SIEIA; 
Abtei; Badia; 108; STR.MARIN; STR.MARIN; 
Abtei; Badia; 115; STR.MEZTRU'; STR.MEZTRU'; 
Abtei; Badia; 307; STR.MICURA' DE RÜ; STR.MICURA' DE RÜ; 
Abtei; Badia; 117; STR.NINZ; STR.NINZ; 
Abtei; Badia; 194; STR.PANTANSARE'; STR.PANTANSARE'; 
Abtei; Badia; 187; STR.PARVELA; STR.PARVELA; 
Abtei; Badia; 168; STR.PECEI; STR.PECEI; 
Abtei; Badia; 195; STR.PEDRACES; STR.PEDRACES; 
Abtei; Badia; 116; STR.PICENIN; STR.PICENIN; 
Abtei; Badia; 162; STR.PLAN; STR.PLAN; 
Abtei; Badia; 109; STR.PLANMURIN; STR.PLANMURIN; 
Abtei; Badia; 113; STR.PLAÖN; STR.PLAÖN; 
Abtei; Badia; 319; STR.PRE DE COSTA; STR.PRE DE COSTA; 
Abtei; Badia; 173; STR.PRE DE VI'; STR.PRE DE VI'; 
Abtei; Badia; 103; STR.ROTTONARA; STR.ROTTONARA; 
Abtei; Badia; 185; STR.RUNCAC; STR.RUNCAC; 
Abtei; Badia; 197; STR.SAN IACO; STR.SAN IACO; 
Abtei; Badia; 186; STR.SAN LINERT; STR.SAN LINERT; 
Abtei; Badia; 15; STR.SOMPUNT; STR.SOMPUNT; 
Abtei; Badia; 155; STR.SOPLA'; STR.SOPLA'; 
Abtei; Badia; 178; STR.SUREGA; STR.SUREGA; 
Abtei; Badia; 156; SURACIANINS; SURACIANINS; 
Abtei; Badia; 152; TAMORES; TAMORES; 
Abtei; Badia; 47; VAL; VAL; 
Abtei; Badia; 33; VALGIAREI; VALGIAREI; 
Abtei; Badia; 104; VERDA; VERDA; 
Barbian; Barbiano; 300; ACKERWEG; VIA DEI CAMPI; 
Barbian; Barbiano; 290; AICHNERWEG; VIA DELLE QUERCE; 
Barbian; Barbiano; 130; ALMSTRASSE; STRADA DELL'ALPE; 
Barbian; Barbiano; 380; ALTWEG; ALTWEG; 
Barbian; Barbiano; 460; AM KAISERWEG; VIA KAISER; 
Barbian; Barbiano; 450; AM KUNTERSWEG; VIA KUNTER; 
Barbian; Barbiano; 350; BARBIANER STRASSE; VIA BARBIANO; 
Barbian; Barbiano; 390; BRENNERSTRASSE; VIA BRENNERO; 
Barbian; Barbiano; 280; BRIOL; BRIOL; 
Barbian; Barbiano; 320; BÜHLER; BÜHLER; 
Barbian; Barbiano; 110; DORF; PAESE; 
Barbian; Barbiano; 270; DREIKIRCHEN; TRECHIESE; 
Barbian; Barbiano; 120; GANDERBACHSTRASSE; VIA RIO GONDO; 
Barbian; Barbiano; 50; GEWERBEZONE KALTEN KELLER; ZONA ARTIGIANALE CANTINA FREDDA; 
Barbian; Barbiano; 40; HANDWERKERZONE; ZONA ARTIGIANALE; 
Barbian; Barbiano; 360; HEILIGGRAB; HEILIGGRAB; 
Barbian; Barbiano; 180; HORNWEG; VIA CORNO; 
Barbian; Barbiano; 440; KIRCHWEG; VIA CHIESA; 
Barbian; Barbiano; 210; OBERDORF; OBERDORF; 
Barbian; Barbiano; 220; OBERWEGER; OBERWEGER; 
Barbian; Barbiano; 400; PLUNGER; PLUNGER; 
Barbian; Barbiano; 250; ROSENGARTENSTRASSE; VIA ROSENGARTEN; 
Barbian; Barbiano; 190; SAUBACH; SAUBACH; 
Barbian; Barbiano; 170; SCHRITZENHOLZ; SCHRITZENHOLZ; 
Barbian; Barbiano; 260; SPORTZONE FÖHRWALD; ZONA SPORTIVA PINETA; 
Barbian; Barbiano; 10; ST. JAKOB; S. GIACOMO; 
Barbian; Barbiano; 430; ST. LEONHARD; S. LEONARDO; 
Barbian; Barbiano; 310; ST.-JAKOB-SIEDLUNG; VILLAGGIO S. GIACOMO; 
Barbian; Barbiano; 240; TSCHERNAI; TSCHERNAI; 
Barbian; Barbiano; 340; UNTERDORF; UNTERDORF; 
Barbian; Barbiano; 200; WASSERFALLWEG; VIA DELLE CASCATE; 
Barbian; Barbiano; 330; ZARGENWEG; VIA ZARGA; 
Bozen; Bolzano; 5550; 4.-NOVEMBER-PLATZ; PIAZZA 4 NOVEMBRE; 
Bozen; Bolzano; 3150; ACHILLE-GRANDI-STRASSE; VIA ACHILLE GRANDI; 
Bozen; Bolzano; 910; ADA-BUFFULINI-STRASSE; VIA ADA BUFFULINI; 
Bozen; Bolzano; 3575; ADOLPH-KOLPING-STRASSE; LARGO ADOLPH KOLPING; 
Bozen; Bolzano; 2470; ALBERT-EINSTEIN-STRASSE; VIA ALBERT EINSTEIN; 
Bozen; Bolzano; 2460; ALBIN-EGGER-LIENZ-STRASSE; VIA ALBIN EGGER LIENZ; 
Bozen; Bolzano; 2150; ALBRECHT-DÜRER-STRASSE; VIA ALBRECHT DÜRER; 
Bozen; Bolzano; 180; ALESSANDRIASTRASSE; VIA ALESSANDRIA; 
Bozen; Bolzano; 8550; ALESSANDRO-VOLTA-STRASSE; VIA ALESSANDRO VOLTA; 
Bozen; Bolzano; 4170; ALTE MENDELSTRASSE; VIA DELLA MENDOLA; 
Bozen; Bolzano; 4497; AM ALTEN RATHAUS; PASSAGGIO ANTICO MUNICIPIO; 
Bozen; Bolzano; 7600; AM ALTEN STADTTHEATER; PASSAGGIO ANTICO TEATRO; 
Bozen; Bolzano; 240; AMALFISTRASSE; VIA AMALFI; 
Bozen; Bolzano; 270; AMBA-ALAGI-STRASSE; VIA AMBA ALAGI; 
Bozen; Bolzano; 420; AMEDEO-AVOGADRO-STRASSE; VIA AMEDEO AVOGADRO; 
Bozen; Bolzano; 2100; AMEDEO-DUCA-D'AOSTA-ALLEE; VIALE AMEDEO DUCA D'AOSTA; 
Bozen; Bolzano; 3360; ANDREAS-HOFER-STRASSE; VIA ANDREAS HOFER; 
Bozen; Bolzano; 2495; ANDREINA-EMERI-STRASSE; VIA ANDREINA EMERI; 
Bozen; Bolzano; 4610; ANGELA-NIKOLETTI-PLATZ; PIAZZA ANGELA NIKOLETTI; 
Bozen; Bolzano; 2792; ANNE-FRANK-PLATZ; PIAZZETTA ANNE FRANK; 
Bozen; Bolzano; 4210; ANNETTE-VON-MENZ-PASSAGE; PASSAGGIO ANNETTE VON MENZ; 
Bozen; Bolzano; 3750; ANTONIO-LOCATELLI-STRASSE; VIA ANTONIO LOCATELLI; 
Bozen; Bolzano; 4770; ANTONIO-PACINOTTI-STRASSE; VIA ANTONIO PACINOTTI; 
Bozen; Bolzano; 6150; ANTONIO-ROSMINI-STRASSE; VIA ANTONIO ROSMINI; 
Bozen; Bolzano; 7360; ANTONIO-STRADIVARI-STRASSE; VIA ANTONIO STRADIVARI; 
Bozen; Bolzano; 300; AOSTASTRASSE; VIA AOSTA; 
Bozen; Bolzano; 330; AREZZOSTRASSE; VIA AREZZO; 
Bozen; Bolzano; 2220; ARMANDO-DIAZ-STRASSE; VIA ARMANDO DIAZ; 
Bozen; Bolzano; 5790; AUGUSTO-RIGHI-STRASSE; VIA AUGUSTO RIGHI; 
Bozen; Bolzano; 4600; AURELIO-NICOLODI-STRASSE; VIA AURELIO NICOLODI; 
Bozen; Bolzano; 7320; BAHNHOFSALLEE; VIALE DELLA STAZIONE; 
Bozen; Bolzano; 7290; BAHNHOFSPLATZ; PIAZZA DELLA STAZIONE; 
Bozen; Bolzano; 450; BARISTRASSE; VIA BARI; 
Bozen; Bolzano; 510; BARLETTASTRASSE; VIA BARLETTA; 
Bozen; Bolzano; 480; BASSANO-DEL-GRAPPA-STRASSE; VIA BASSANO DEL GRAPPA; 
Bozen; Bolzano; 960; BATZENHÄUSLGASSE; VICOLO CA' DE BEZZI; 
Bozen; Bolzano; 8610; BEDA-WEBER-STRASSE; VIA BEDA WEBER; 
Bozen; Bolzano; 630; BERGAMOSTRASSE; VIA BERGAMO; 
Bozen; Bolzano; 810; BINDERGASSE; VIA DEI BOTTAI; 
Bozen; Bolzano; 7410; BOZNER WASSERMAUER; LUNGO TALVERA BOLZANO; 
Bozen; Bolzano; 2250; BOZNER-BODEN-MITTERWEG; VIA DI MEZZO AI PIANI; 
Bozen; Bolzano; 5220; BOZNER-BODEN-STRASSE; VIA PIANI DI BOLZANO; 
Bozen; Bolzano; 840; BRENNERSTRASSE; VIA BRENNERO; 
Bozen; Bolzano; 870; BRESCIASTRASSE; VIA BRESCIA; 
Bozen; Bolzano; 900; BRÜDER-BRONZETTI-STRASSE; VIA FRATELLI BRONZETTI; 
Bozen; Bolzano; 930; BRUNO-BUOZZI-STRASSE; VIA BRUNO BUOZZI; 
Bozen; Bolzano; 1020; CAGLIARISTRASSE; VIA CAGLIARI; 
Bozen; Bolzano; 8760; CAMILLO-ZANCANI-STRASSE; VIA CAMILLO ZANCANI; 
Bozen; Bolzano; 1170; CAMPOFRANCOSTRASSE; VIA CAMPOFRANCO; 
Bozen; Bolzano; 1290; CAPRISTRASSE; VIA CAPRI; 
Bozen; Bolzano; 1620; CAVOURSTRASSE; VIA CAVOUR; 
Bozen; Bolzano; 540; CESARE-BATTISTI-STRASSE; VIA CESARE BATTISTI; 
Bozen; Bolzano; 1980; CHRISTKÖNIGPLATZ; PIAZZA CRISTO RE; 
Bozen; Bolzano; 1710; CLAUDIA-AUGUSTA-STRASSE; VIA CLAUDIA AUGUSTA; 
Bozen; Bolzano; 2190; CLAUDIA-DE'-MEDICI-STRASSE; VIA CLAUDIA DE' MEDICI; 
Bozen; Bolzano; 1740; COL-DI-LANA-STRASSE; VIA COL DI LANA; 
Bozen; Bolzano; 2040; DALMATIENSTRASSE; VIA DALMAZIA; 
Bozen; Bolzano; 1680; DAMIANO-CHIESA-STRASSE; VIA DAMIANO CHIESA; 
Bozen; Bolzano; 2070; DANTESTRASSE; VIA DANTE; 
Bozen; Bolzano; 2160; DELAI-STRASSE; VIA DELAI; 
Bozen; Bolzano; 2340; DOLOMITENSTRASSE; VIA DOLOMITI; 
Bozen; Bolzano; 2370; DOMINIKANERPLATZ; PIAZZA DOMENICANI; 
Bozen; Bolzano; 2345; DOMPASSAGE; PASSAGGIO DUOMO; 
Bozen; Bolzano; 2440; DOMPLATZ; PIAZZA DUOMO; 
Bozen; Bolzano; 6420; DON-BOSCO-PLATZ; PIAZZA DON BOSCO; 
Bozen; Bolzano; 1970; DON-GIORGIO-CRISTOFOLINI-PASSAGE; PASSAGGIO DON GIORGIO CRISTOFOLINI; 
Bozen; Bolzano; 5597; DON-GIUSEPPE-RAUZI-PLATZ; PIAZZA DON GIUSEPPE RAUZI; 
Bozen; Bolzano; 7220; DON-NARCISO-SORDO-STRASSE; VIA DON NARCISO SORDO; 
Bozen; Bolzano; 7380; DR.-JOSEF-STREITER-GASSE; VIA DR. JOSEF STREITER; 
Bozen; Bolzano; 5040; DR.-JULIUS-PERATHONER-STRASSE; VIA DR. JULIUS PERATHONER; 
Bozen; Bolzano; 7770; DREIHEILIGENGASSE; VIA TRE SANTI; 
Bozen; Bolzano; 2430; DRUSUSALLEE; VIALE DRUSO; 
Bozen; Bolzano; 7980; EGGENTALER STRASSE; VIA VAL D'EGA; 
Bozen; Bolzano; 3420; EISACKSTRASSE; VIA DELL'ISARCO; 
Bozen; Bolzano; 2490; EISENKELLERWEG; VIA EISENKELLER; 
Bozen; Bolzano; 4860; ENGELMOOSWEG; PALU' DELL'ANGELO; 
Bozen; Bolzano; 2645; ENRICO-FERMI-STRASSE; VIA ENRICO FERMI; 
Bozen; Bolzano; 4030; ENRICO-MATTEI-STRASSE; VIA ENRICO MATTEI; 
Bozen; Bolzano; 2647; ENZO-FERRARI-STRASSE; VIA ENZO FERRARI; 
Bozen; Bolzano; 2550; ERBSENGASSE; VICOLO DELLE ERBE; 
Bozen; Bolzano; 2570; ESPERANTOSTRASSE; VIA ESPERANTO; 
Bozen; Bolzano; 60; ETSCHUFER; LUNGO ADIGE; 
Bozen; Bolzano; 4495; EUGEN-MÜLLER-STRASSE; VIA EUGEN MÜLLER; 
Bozen; Bolzano; 2610; EUROPAALLEE; VIALE EUROPA; 
Bozen; Bolzano; 2580; EUROPAGALERIE; GALLERIA EUROPA; 
Bozen; Bolzano; 7710; EVANGELISTA-TORRICELLI-STRASSE; VIA EVANGELISTA TORRICELLI; 
Bozen; Bolzano; 2670; FABIO-FILZI-STRASSE; VIA FABIO FILZI; 
Bozen; Bolzano; 2640; FAGENSTRASSE; VIA FAGO; 
Bozen; Bolzano; 2642; FALCONE-UND-BORSELLINO-PLATZ; LARGO FALCONE E BORSELLINO; 
Bozen; Bolzano; 2730; FIUMESTRASSE; VIA FIUME; 
Bozen; Bolzano; 2700; FLORENZSTRASSE; VIA FIRENZE; 
Bozen; Bolzano; 120; FLUGHAFEN-FRANCESCO-BARACCA-STRASSE; VIA AEROPORTO FRANCESCO BARACCA; 
Bozen; Bolzano; 1950; FRANCESCO-CRISPI-STRASSE; VIA FRANCESCO CRISPI; 
Bozen; Bolzano; 4250; FRANCESCO-MIGNONE-PARK; PARCO FRANCESCO MIGNONE; 
Bozen; Bolzano; 5130; FRANCESCO-PETRARCA-PARK; PARCO FRANCESCO PETRARCA; 
Bozen; Bolzano; 5850; FRANCESCO-RISMONDO-STRASSE; VIA FRANCESCO RISMONDO; 
Bozen; Bolzano; 3365; FRANZ-INNERHOFER-PLATZ; PIAZZETTA FRANZ INNERHOFER; 
Bozen; Bolzano; 2790; FRANZISKANERGASSE; VIA DEI FRANCESCANI; 
Bozen; Bolzano; 2130; FRANZ-VON-DEFREGGER-STRASSE; VIA FRANZ VON DEFREGGER; 
Bozen; Bolzano; 3720; FREIHEITSSTRASSE; CORSO DELLA LIBERTA'; 
Bozen; Bolzano; 1830; FRONTKÄMPFERSTRASSE; VIA DEI COMBATTENTI; 
Bozen; Bolzano; 2880; GALILEO-GALILEI-STRASSE; VIA GALILEO GALILEI; 
Bozen; Bolzano; 8888; GEMEINDEHAUSSTRASSE; VIA DELLA CASA COMUNALE; 
Bozen; Bolzano; 2970; GENUASTRASSE; VIA GENOVA; 
Bozen; Bolzano; 1860; GERBERGASSE; VIA DEI CONCIAPELLI; 
Bozen; Bolzano; 7830; GERICHTSPLATZ; PIAZZA DEL TRIBUNALE; 
Bozen; Bolzano; 4050; GIACOMO-MATTEOTTI-PLATZ; PIAZZA GIACOMO MATTEOTTI; 
Bozen; Bolzano; 5530; GIACOMO-PUCCINI-ALLEE; VIALE GIACOMO PUCCINI; 
Bozen; Bolzano; 3930; GIANNANTONIO-MANCI-STRASSE; VIA GIANNANTONIO MANCI; 
Bozen; Bolzano; 880; GIANNI-BRIDA-STRASSE; VIA GIANNI BRIDA; 
Bozen; Bolzano; 280; GIORGIO-AMBROSOLI-PLATZ; PIAZZA GIORGIO AMBROSOLI; 
Bozen; Bolzano; 1320; GIOSUE'-CARDUCCI-STRASSE; VIA GIOSUE' CARDUCCI; 
Bozen; Bolzano; 3010; GIOTTOSTRASSE; VIA GIOTTO; 
Bozen; Bolzano; 1300; GIOVANNI-CAPRONI-STRASSE; VIA GIOVANNI CAPRONI; 
Bozen; Bolzano; 4810; GIOVANNI-PALATUCCI-PLATZ; LARGO GIOVANNI PALATUCCI; 
Bozen; Bolzano; 4980; GIOVANNI-PASCOLI-STRASSE; VIA GIOVANNI PASCOLI; 
Bozen; Bolzano; 7140; GIOVANNI-SEGANTINI-STRASSE; VIA GIOVANNI SEGANTINI; 
Bozen; Bolzano; 30; GIUSEPPE-CESARE-ABBA-STRASSE; VIA GIUSEPPE CESARE ABBA; 
Bozen; Bolzano; 2260; GIUSEPPE-DI-VITTORIO-STRASSE; VIA GIUSEPPE DI VITTORIO; 
Bozen; Bolzano; 2940; GIUSEPPE-GARIBALDI-STRASSE; VIA GIUSEPPE GARIBALDI; 
Bozen; Bolzano; 4140; GIUSEPPE-MAZZINI-PLATZ; PIAZZA GIUSEPPE MAZZINI; 
Bozen; Bolzano; 8100; GIUSEPPE-VERDI-PLATZ; PIAZZA GIUSEPPE VERDI; 
Bozen; Bolzano; 1800; GLANINGER WEG; VIA COLOGNA; 
Bozen; Bolzano; 3060; GLURNSER  STRASSE; VIA GLORENZA; 
Bozen; Bolzano; 3120; GÖRZER STRASSE; VIA GORIZIA; 
Bozen; Bolzano; 2140; GRAZIA-DELEDDA-STRASSE; VIA GRAZIA DELEDDA; 
Bozen; Bolzano; 1470; GREIFENSTEINER WEG; VIA CASTEL GREIFENSTEIN; 
Bozen; Bolzano; 3230; GREIFGALERIE; GALLERIA GRIFONE; 
Bozen; Bolzano; 3240; GRIESER PLATZ; PIAZZA GRIES; 
Bozen; Bolzano; 150; GRUTZENWEG; VIA AGRUZZO; 
Bozen; Bolzano; 7680; GSCHEIBTER-TURM-WEG; VIA DELLA TORRE; 
Bozen; Bolzano; 4020; GUGLIELMO-MARCONI-STRASSE; VIA GUGLIELMO MARCONI; 
Bozen; Bolzano; 3270; GUMERGASSE; VICOLO GUMER; 
Bozen; Bolzano; 3330; GUNTSCHNASTRASSE; VIA GUNCINA; 
Bozen; Bolzano; 3890; GUSTAV-MAHLER-STRASSE; VIA GUSTAV MAHLER; 
Bozen; Bolzano; 3340; GUTENBERGSTRASSE; VIA GUTENBERG; 
Bozen; Bolzano; 100; HADRIANPLATZ; PIAZZA ADRIANO; 
Bozen; Bolzano; 780; HAINWEG; VIA AL BOSCHETTO; 
Bozen; Bolzano; 370; HANDWERKERSTRASSE; VIA DEGLI ARTIGIANI; 
Bozen; Bolzano; 390; HASLACHER STRASSE; VIA ASLAGO; 
Bozen; Bolzano; 3000; HERMANN-VON-GILM-STRASSE; VIA HERMANN VON GILM; 
Bozen; Bolzano; 7370; HILDEGARD-STRAUB-STRASSE; VIA HILDEGARD STRAUB; 
Bozen; Bolzano; 4680; HORAZSTRASSE; VIA ORAZIO; 
Bozen; Bolzano; 4410; HÖRTENBERGSTRASSE; VIA MONTE TONDO; 
Bozen; Bolzano; 3390; IM DORF; VIA IN VILLA; 
Bozen; Bolzano; 3370; INNSBRUCKER STRASSE; VIA INNSBRUCK; 
Bozen; Bolzano; 3510; ISCHIASTRASSE; VIA ISCHIA; 
Bozen; Bolzano; 3540; ITALIENALLEE; CORSO ITALIA; 
Bozen; Bolzano; 6300; JENESIER WEG; VIA SAN GENESIO; 
Bozen; Bolzano; 3560; JOHANNES-KEPLER-STRASSE; VIA GIOVANNI KEPLERO; 
Bozen; Bolzano; 3580; JOHANN-KRAVOGL-STRASSE; VIA JOHANN KRAVOGL; 
Bozen; Bolzano; 3090; JOHANN-WOLFGANG-VON-GOETHE-STRASSE; VIA JOHANN WOLFGANG VON GOETHE; 
Bozen; Bolzano; 4110; JOSEF-MAYR-NUSSER-WEG; VIA JOSEF MAYR-NUSSER; 
Bozen; Bolzano; 5760; JOSEF-RESSEL-STRASSE; VIA JOSEF RESSEL; 
Bozen; Bolzano; 720; KAISERAU; VIA BIVIO; 
Bozen; Bolzano; 1110; KAMPENNER WEG; VIA CAMPEGNO; 
Bozen; Bolzano; 1140; KAMPILLER WEG; VIA CAMPIGLIO; 
Bozen; Bolzano; 2920; KANONIKUS-MICHAEL-GAMPER-STRASSE; VIA CANONICO MICHAEL GAMPER; 
Bozen; Bolzano; 1260; KAPUZINERGASSE; VIA DEI CAPPUCCINI; 
Bozen; Bolzano; 1770; KOHLERN; VIA AL COLLE; 
Bozen; Bolzano; 3180; KORNPLATZ; PIAZZA DEL GRANO; 
Bozen; Bolzano; 1350; KÖSTENWEG; PASSEGGIATA DEI CASTANI; 
Bozen; Bolzano; 2010; KREUZGASSE; VICOLO DEL CROCIFISSO; 
Bozen; Bolzano; 1440; KÜEPACHWEG; VIA CASTEL FLAVON; 
Bozen; Bolzano; 3600; LAGEDERWEG; VICOLO LAGEDER; 
